Contry code,Product name,Value
DK,Rubber and plastic products (25),1
DK,Glass and glass products,1
DK,"Secondary glass for treatment, Re-processing of secondary glass into new glass",1
DK,Ceramic goods,1
DK,"Bricks, tiles and construction products, in baked clay",1
DK,"Cement, lime and plaster",1
DK,"Ash for treatment, Re-processing of ash into clinker",1
DK,Other non-metallic mineral products,1
DK,Basic iron and steel and of ferro-alloys and first products thereof,1
DK,"Secondary steel for treatment, Re-processing of secondary steel into new steel",1
DK,Precious metals,1
DK,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",1
DK,Aluminium and aluminium products,1
DK,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",1
DK,"Lead, zinc and tin and products thereof",1
DK,"Secondary lead for treatment, Re-processing of secondary lead into new lead",1
DK,Copper products,1
DK,"Secondary copper for treatment, Re-processing of secondary copper into new copper",1
DK,Other non-ferrous metal products,1
DK,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",1
DK,Foundry work services,1
DK,"Fabricated metal products, except machinery and equipment (28)",1
DK,Machinery and equipment n.e.c. (29),1
DK,Office machinery and computers (30),1
DK,Electrical machinery and apparatus n.e.c. (31),1
DK,"Radio, television and communication equipment and apparatus (32)",1
DK,"Medical, precision and optical instruments, watches and clocks (33)",1
DK,"Motor vehicles, trailers and semi-trailers (34)",1
DK,Other transport equipment (35),1
DK,"Furniture, other manufactured goods n.e.c. (36)",1
DK,Secondary raw materials,1
DK,"Bottles for treatment, Recycling of bottles by direct reuse",1
DK,Electricity by coal,0.481321399
DK,Electricity by gas,0.217793757
DK,Electricity by nuclear,0
DK,Electricity by hydro,0.295553031
DK,Electricity by wind,0.978584688
DK,Electricity by petroleum and other oil derivatives,1.772948141
DK,Electricity by biomass and waste,7.185736607
DK,Electricity by solar photovoltaic,73.64162674
DK,Electricity by solar thermal,0
DK,"Electricity by tide, wave, ocean",0
DK,Electricity by Geothermal,0
DK,Electricity nec,0
DK,Transmission services of electricity,1
DK,Distribution and trade services of electricity,1
DK,Biogas an other gases nec.,1
DK,Distribution services of gaseous fuels through mains,1
DK,Steam and hot water supply services,1
DK,"Collected and purified water, distribution services of water (41)",1
DK,Construction work (45),1
DK,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",1
DK,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1
DK,Retail trade services of motor fuel,1
DK,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",1
DK,"Retail  trade services, except of motor vehicles and motorcycles, repair services of personal and household goods (52)",1
DK,Hotel and restaurant services (55),1
DK,Railway transportation services,1
DK,Other land transportation services,1
DK,Transportation services via pipelines,1
DK,Sea and coastal water transportation services,1
DK,Inland water transportation services,1
DK,Air transport services (62),1
DK,"Supporting and auxiliary transport services, travel agency services (63)",1
DK,Post and telecommunication services (64),1
DK,"Financial intermediation services, except insurance and pension funding services (65)",1
DK,"Insurance and pension funding services, except compulsory social security services (66)",1
DK,Services auxiliary to financial intermediation (67),1
DK,Real estate services (70),1
DK,Renting services of machinery and equipment without operator and of personal and household goods (71),1
DK,Computer and related services (72),1
DK,Research and development services (73),1
DK,Other business services (74),1
DK,"Public administration and defence services, compulsory social security services (75)",1
DK,Education services (80),1
DK,Health and social work services (85),1
DK,Food waste for treatment: incineration,1
DK,Paper waste for treatment: incineration,1
DK,Plastic waste for treatment: incineration,1
DK,Intert/metal waste for treatment: incineration,1
DK,Textiles waste for treatment: incineration,1
DK,Wood waste for treatment: incineration,1
DK,Oil/hazardous waste for treatment: incineration,1
DK,Food waste for treatment: biogasification and land application,1
DK,Paper waste for treatment: biogasification and land application,1
DK,Sewage sludge for treatment: biogasification and land application,1
DK,Food waste for treatment: composting and land application,1
DK,Paper and wood waste for treatment: composting and land application,1
DK,Food waste for treatment: waste water treatment,1
DK,Other waste for treatment: waste water treatment,1
DK,Food waste for treatment: landfill,1
DK,Paper for treatment: landfill,1
DK,Plastic waste for treatment: landfill,1
DK,Inert/metal/hazardous waste for treatment: landfill,1
DK,Textiles waste for treatment: landfill,1
DK,Wood waste for treatment: landfill,1
DK,Membership organisation services n.e.c. (91),1
DK,"Recreational, cultural and sporting services (92)",1
DK,Other services (93),1
DK,Private households with employed persons (95),1
DK,Extra-territorial organizations and bodies,1
EE,Paddy rice,1
EE,Wheat,1
EE,Cereal grains nec,1
EE,"Vegetables, fruit, nuts",1
EE,Oil seeds,1
EE,"Sugar cane, sugar beet",1
EE,Plant-based fibers,1
EE,Crops nec,1
EE,Cattle,1
EE,Pigs,1
EE,Poultry,1
EE,Meat animals nec,1
EE,Animal products nec,1
EE,Raw milk,1
EE,"Wool, silk-worm cocoons",1
EE,Manure (conventional treatment),1
EE,Manure (biogas treatment),1
EE,"Products of forestry, logging and related services (02)",1
EE,"Fish and other fishing products, services incidental of fishing (05)",1
EE,"Coal, lignite and peat",1
EE,"Crude petroleum and services related to crude oil extraction, excluding surveying",1
EE,"Natural gas and services related to natural gas extraction, excluding surveying, inclulding liquid gas",1
EE,Other Hydrocarbons,1
EE,Uranium and thorium ores (12),1
EE,Iron ores,1
EE,Copper ores and concentrates,1
EE,Nickel ores and concentrates,1
EE,Aluminium ores and concentrates,1
EE,Precious metal ores and concentrates,1
EE,"Lead, zinc and tin ores and concentrates",1
EE,Other non-ferrous metal ores and concentrates,1
EE,Stone,1
EE,Sand and clay,1
EE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1
EE,Products of meat cattle,1
EE,Products of meat pigs,1
EE,Products of meat poultry,1
EE,Meat products nec,1
EE,products of Vegetable oils and fats,1
EE,Dairy products,1
EE,Processed rice,1
EE,Sugar,1
EE,Food products nec,1
EE,Beverages,1
EE,Fish products,1
EE,Tobacco products (16),1
EE,Textiles (17),1
EE,"Wearing apparel, furs (18)",1
EE,Leather and leather products (19),1
EE,"Wood and products of wood and cork (except furniture), articles of straw and plaiting materials (20)",1
EE,"Wood material for treatment, Re-processing of secondary wood material into new wood material",1
EE,Pulp,1
EE,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",1
EE,Paper and paper products,1
EE,Printed matter and recorded media (22),1
EE,Coke oven products,1
EE, Refined Petroleum,1
EE,Nuclear fuel,1
EE,"Plastics, basic",1
EE,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",1
EE,N-fertiliser,1
EE,P- and other fertiliser,1
EE,"Chemicals nec, additives and biofuels",1
EE,Rubber and plastic products (25),1
EE,Glass and glass products,1
EE,"Secondary glass for treatment, Re-processing of secondary glass into new glass",1
EE,Ceramic goods,1
EE,"Bricks, tiles and construction products, in baked clay",1
EE,"Cement, lime and plaster",1
EE,"Ash for treatment, Re-processing of ash into clinker",1
EE,Other non-metallic mineral products,1
EE,Basic iron and steel and of ferro-alloys and first products thereof,1
EE,"Secondary steel for treatment, Re-processing of secondary steel into new steel",1
EE,Precious metals,1
EE,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",1
EE,Aluminium and aluminium products,1
EE,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",1
EE,"Lead, zinc and tin and products thereof",1
EE,"Secondary lead for treatment, Re-processing of secondary lead into new lead",1
EE,Copper products,1
EE,"Secondary copper for treatment, Re-processing of secondary copper into new copper",1
EE,Other non-ferrous metal products,1
EE,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",1
EE,Foundry work services,1
EE,"Fabricated metal products, except machinery and equipment (28)",1
EE,Machinery and equipment n.e.c. (29),1
EE,Office machinery and computers (30),1
EE,Electrical machinery and apparatus n.e.c. (31),1
EE,"Radio, television and communication equipment and apparatus (32)",1
EE,"Medical, precision and optical instruments, watches and clocks (33)",1
EE,"Motor vehicles, trailers and semi-trailers (34)",1
EE,Other transport equipment (35),1
EE,"Furniture, other manufactured goods n.e.c. (36)",1
EE,Secondary raw materials,1
EE,"Bottles for treatment, Recycling of bottles by direct reuse",1
EE,Electricity by coal,0
EE,Electricity by gas,0.164774387
EE,Electricity by nuclear,0
EE,Electricity by hydro,0.878497845
EE,Electricity by wind,2.403479221
EE,Electricity by petroleum and other oil derivatives,209.4267236
EE,Electricity by biomass and waste,12.84679672
EE,Electricity by solar photovoltaic,0
EE,Electricity by solar thermal,0
EE,"Electricity by tide, wave, ocean",0
EE,Electricity by Geothermal,0
EE,Electricity nec,0
EE,Transmission services of electricity,1
EE,Distribution and trade services of electricity,1
EE,Biogas an other gases nec.,1
EE,Distribution services of gaseous fuels through mains,1
EE,Steam and hot water supply services,1
EE,"Collected and purified water, distribution services of water (41)",1
EE,Construction work (45),1
EE,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",1
EE,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1
EE,Retail trade services of motor fuel,1
EE,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",1
EE,"Retail  trade services, except of motor vehicles and motorcycles, repair services of personal and household goods (52)",1
EE,Hotel and restaurant services (55),1
EE,Railway transportation services,1
EE,Other land transportation services,1
EE,Transportation services via pipelines,1
EE,Sea and coastal water transportation services,1
EE,Inland water transportation services,1
EE,Air transport services (62),1
EE,"Supporting and auxiliary transport services, travel agency services (63)",1
EE,Post and telecommunication services (64),1
EE,"Financial intermediation services, except insurance and pension funding services (65)",1
EE,"Insurance and pension funding services, except compulsory social security services (66)",1
EE,Services auxiliary to financial intermediation (67),1
EE,Real estate services (70),1
EE,Renting services of machinery and equipment without operator and of personal and household goods (71),1
EE,Computer and related services (72),1
EE,Research and development services (73),1
EE,Other business services (74),1
EE,"Public administration and defence services, compulsory social security services (75)",1
EE,Education services (80),1
EE,Health and social work services (85),1
EE,Food waste for treatment: incineration,1
EE,Paper waste for treatment: incineration,1
EE,Plastic waste for treatment: incineration,1
EE,Intert/metal waste for treatment: incineration,1
EE,Textiles waste for treatment: incineration,1
EE,Wood waste for treatment: incineration,1
EE,Oil/hazardous waste for treatment: incineration,1
EE,Food waste for treatment: biogasification and land application,1
EE,Paper waste for treatment: biogasification and land application,1
EE,Sewage sludge for treatment: biogasification and land application,1
EE,Food waste for treatment: composting and land application,1
EE,Paper and wood waste for treatment: composting and land application,1
EE,Food waste for treatment: waste water treatment,1
EE,Other waste for treatment: waste water treatment,1
EE,Food waste for treatment: landfill,1
EE,Paper for treatment: landfill,1
EE,Plastic waste for treatment: landfill,1
EE,Inert/metal/hazardous waste for treatment: landfill,1
EE,Textiles waste for treatment: landfill,1
EE,Wood waste for treatment: landfill,1
EE,Membership organisation services n.e.c. (91),1
EE,"Recreational, cultural and sporting services (92)",1
EE,Other services (93),1
EE,Private households with employed persons (95),1
EE,Extra-territorial organizations and bodies,1
FI,Paddy rice,1
FI,Wheat,1
FI,Cereal grains nec,1
FI,"Vegetables, fruit, nuts",1
FI,Oil seeds,1
FI,"Sugar cane, sugar beet",1
FI,Plant-based fibers,1
FI,Crops nec,1
FI,Cattle,1
FI,Pigs,1
FI,Poultry,1
FI,Meat animals nec,1
FI,Animal products nec,1
FI,Raw milk,1
FI,"Wool, silk-worm cocoons",1
FI,Manure (conventional treatment),1
FI,Manure (biogas treatment),1
FI,"Products of forestry, logging and related services (02)",1
FI,"Fish and other fishing products, services incidental of fishing (05)",1
FI,"Coal, lignite and peat",1
FI,"Crude petroleum and services related to crude oil extraction, excluding surveying",1
FI,"Natural gas and services related to natural gas extraction, excluding surveying, inclulding liquid gas",1
FI,Other Hydrocarbons,1
FI,Uranium and thorium ores (12),1
FI,Iron ores,1
FI,Copper ores and concentrates,1
FI,Nickel ores and concentrates,1
FI,Aluminium ores and concentrates,1
FI,Precious metal ores and concentrates,1
FI,"Lead, zinc and tin ores and concentrates",1
FI,Other non-ferrous metal ores and concentrates,1
FI,Stone,1
FI,Sand and clay,1
FI,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1
FI,Products of meat cattle,1
FI,Products of meat pigs,1
FI,Products of meat poultry,1
FI,Meat products nec,1
FI,products of Vegetable oils and fats,1
FI,Dairy products,1
FI,Processed rice,1
FI,Sugar,1
FI,Food products nec,1
FI,Beverages,1
FI,Fish products,1
FI,Tobacco products (16),1
FI,Textiles (17),1
FI,"Wearing apparel, furs (18)",1
FI,Leather and leather products (19),1
FI,"Wood and products of wood and cork (except furniture), articles of straw and plaiting materials (20)",1
FI,"Wood material for treatment, Re-processing of secondary wood material into new wood material",1
FI,Pulp,1
FI,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",1
FI,Paper and paper products,1
FI,Printed matter and recorded media (22),1
FI,Coke oven products,1
FI, Refined Petroleum,1
FI,Nuclear fuel,1
FI,"Plastics, basic",1
FI,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",1
FI,N-fertiliser,1
FI,P- and other fertiliser,1
FI,"Chemicals nec, additives and biofuels",1
FI,Rubber and plastic products (25),1
FI,Glass and glass products,1
FI,"Secondary glass for treatment, Re-processing of secondary glass into new glass",1
FI,Ceramic goods,1
FI,"Bricks, tiles and construction products, in baked clay",1
FI,"Cement, lime and plaster",1
FI,"Ash for treatment, Re-processing of ash into clinker",1
FI,Other non-metallic mineral products,1
FI,Basic iron and steel and of ferro-alloys and first products thereof,1
FI,"Secondary steel for treatment, Re-processing of secondary steel into new steel",1
FI,Precious metals,1
FI,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",1
FI,Aluminium and aluminium products,1
FI,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",1
FI,"Lead, zinc and tin and products thereof",1
FI,"Secondary lead for treatment, Re-processing of secondary lead into new lead",1
FI,Copper products,1
FI,"Secondary copper for treatment, Re-processing of secondary copper into new copper",1
FI,Other non-ferrous metal products,1
FI,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",1
FI,Foundry work services,1
FI,"Fabricated metal products, except machinery and equipment (28)",1
FI,Machinery and equipment n.e.c. (29),1
FI,Office machinery and computers (30),1
FI,Electrical machinery and apparatus n.e.c. (31),1
FI,"Radio, television and communication equipment and apparatus (32)",1
FI,"Medical, precision and optical instruments, watches and clocks (33)",1
FI,"Motor vehicles, trailers and semi-trailers (34)",1
FI,Other transport equipment (35),1
FI,"Furniture, other manufactured goods n.e.c. (36)",1
FI,Secondary raw materials,1
FI,"Bottles for treatment, Recycling of bottles by direct reuse",1
FI,Electricity by coal,0.313190277
FI,Electricity by gas,0.312335858
FI,Electricity by nuclear,0.717548634
FI,Electricity by hydro,0.712584623
FI,Electricity by wind,16.41930159
FI,Electricity by petroleum and other oil derivatives,16.72203137
FI,Electricity by biomass and waste,5.019677873
FI,Electricity by solar photovoltaic,50.92100042
FI,Electricity by solar thermal,0
FI,"Electricity by tide, wave, ocean",0
FI,Electricity by Geothermal,0
FI,Electricity nec,0
FI,Transmission services of electricity,1
FI,Distribution and trade services of electricity,1
FI,Biogas an other gases nec.,1
FI,Distribution services of gaseous fuels through mains,1
FI,Steam and hot water supply services,1
FI,"Collected and purified water, distribution services of water (41)",1
FI,Construction work (45),1
FI,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",1
FI,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1
FI,Retail trade services of motor fuel,1
FI,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",1
FI,"Retail  trade services, except of motor vehicles and motorcycles, repair services of personal and household goods (52)",1
FI,Hotel and restaurant services (55),1
FI,Railway transportation services,1
FI,Other land transportation services,1
FI,Transportation services via pipelines,1
FI,Sea and coastal water transportation services,1
FI,Inland water transportation services,1
FI,Air transport services (62),1
FI,"Supporting and auxiliary transport services, travel agency services (63)",1
FI,Post and telecommunication services (64),1
FI,"Financial intermediation services, except insurance and pension funding services (65)",1
FI,"Insurance and pension funding services, except compulsory social security services (66)",1
FI,Services auxiliary to financial intermediation (67),1
FI,Real estate services (70),1
FI,Renting services of machinery and equipment without operator and of personal and household goods (71),1
FI,Computer and related services (72),1
FI,Research and development services (73),1
FI,Other business services (74),1
FI,"Public administration and defence services, compulsory social security services (75)",1
FI,Education services (80),1
FI,Health and social work services (85),1
FI,Food waste for treatment: incineration,1
FI,Paper waste for treatment: incineration,1
FI,Plastic waste for treatment: incineration,1
FI,Intert/metal waste for treatment: incineration,1
FI,Textiles waste for treatment: incineration,1
FI,Wood waste for treatment: incineration,1
FI,Oil/hazardous waste for treatment: incineration,1
FI,Food waste for treatment: biogasification and land application,1
FI,Paper waste for treatment: biogasification and land application,1
FI,Sewage sludge for treatment: biogasification and land application,1
FI,Food waste for treatment: composting and land application,1
FI,Paper and wood waste for treatment: composting and land application,1
FI,Food waste for treatment: waste water treatment,1
FI,Other waste for treatment: waste water treatment,1
FI,Food waste for treatment: landfill,1
FI,Paper for treatment: landfill,1
FI,Plastic waste for treatment: landfill,1
FI,Inert/metal/hazardous waste for treatment: landfill,1
FI,Textiles waste for treatment: landfill,1
FI,Wood waste for treatment: landfill,1
FI,Membership organisation services n.e.c. (91),1
FI,"Recreational, cultural and sporting services (92)",1
FI,Other services (93),1
FI,Private households with employed persons (95),1
FI,Extra-territorial organizations and bodies,1
FR,Paddy rice,1
FR,Wheat,1
FR,Cereal grains nec,1
FR,"Vegetables, fruit, nuts",1
FR,Oil seeds,1
FR,"Sugar cane, sugar beet",1
FR,Plant-based fibers,1
FR,Crops nec,1
FR,Cattle,1
FR,Pigs,1
FR,Poultry,1
FR,Meat animals nec,1
FR,Animal products nec,1
FR,Raw milk,1
FR,"Wool, silk-worm cocoons",1
FR,Manure (conventional treatment),1
FR,Manure (biogas treatment),1
FR,"Products of forestry, logging and related services (02)",1
FR,"Fish and other fishing products, services incidental of fishing (05)",1
FR,"Coal, lignite and peat",1
FR,"Crude petroleum and services related to crude oil extraction, excluding surveying",1
FR,"Natural gas and services related to natural gas extraction, excluding surveying, inclulding liquid gas",1
FR,Other Hydrocarbons,1
FR,Uranium and thorium ores (12),1
FR,Iron ores,1
FR,Copper ores and concentrates,1
FR,Nickel ores and concentrates,1
FR,Aluminium ores and concentrates,1
FR,Precious metal ores and concentrates,1
FR,"Lead, zinc and tin ores and concentrates",1
FR,Other non-ferrous metal ores and concentrates,1
FR,Stone,1
FR,Sand and clay,1
FR,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1
FR,Products of meat cattle,1
FR,Products of meat pigs,1
FR,Products of meat poultry,1
FR,Meat products nec,1
FR,products of Vegetable oils and fats,1
FR,Dairy products,1
FR,Processed rice,1
FR,Sugar,1
FR,Food products nec,1
FR,Beverages,1
FR,Fish products,1
FR,Tobacco products (16),1
FR,Textiles (17),1
FR,"Wearing apparel, furs (18)",1
FR,Leather and leather products (19),1
FR,"Wood and products of wood and cork (except furniture), articles of straw and plaiting materials (20)",1
FR,"Wood material for treatment, Re-processing of secondary wood material into new wood material",1
FR,Pulp,1
FR,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",1
FR,Paper and paper products,1
FR,Printed matter and recorded media (22),1
FR,Coke oven products,1
FR, Refined Petroleum,1
FR,Nuclear fuel,1
FR,"Plastics, basic",1
FR,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",1
FR,N-fertiliser,1
FR,P- and other fertiliser,1
FR,"Chemicals nec, additives and biofuels",1
FR,Rubber and plastic products (25),1
FR,Glass and glass products,1
FR,"Secondary glass for treatment, Re-processing of secondary glass into new glass",1
FR,Ceramic goods,1
FR,"Bricks, tiles and construction products, in baked clay",1
FR,"Cement, lime and plaster",1
FR,"Ash for treatment, Re-processing of ash into clinker",1
FR,Other non-metallic mineral products,1
FR,Basic iron and steel and of ferro-alloys and first products thereof,1
FR,"Secondary steel for treatment, Re-processing of secondary steel into new steel",1
FR,Precious metals,1
FR,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",1
FR,Aluminium and aluminium products,1
FR,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",1
FR,"Lead, zinc and tin and products thereof",1
FR,"Secondary lead for treatment, Re-processing of secondary lead into new lead",1
FR,Copper products,1
FR,"Secondary copper for treatment, Re-processing of secondary copper into new copper",1
FR,Other non-ferrous metal products,1
FR,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",1
FR,Foundry work services,1
FR,"Fabricated metal products, except machinery and equipment (28)",1
FR,Machinery and equipment n.e.c. (29),1
FR,Office machinery and computers (30),1
FR,Electrical machinery and apparatus n.e.c. (31),1
FR,"Radio, television and communication equipment and apparatus (32)",1
FR,"Medical, precision and optical instruments, watches and clocks (33)",1
FR,"Motor vehicles, trailers and semi-trailers (34)",1
FR,Other transport equipment (35),1
FR,"Furniture, other manufactured goods n.e.c. (36)",1
FR,Secondary raw materials,1
FR,"Bottles for treatment, Recycling of bottles by direct reuse",1
FR,Electricity by coal,0.32886077
FR,Electricity by gas,2.344480597
FR,Electricity by nuclear,0.772547935
FR,Electricity by hydro,1.185894795
FR,Electricity by wind,3.602283294
FR,Electricity by petroleum and other oil derivatives,4.536962833
FR,Electricity by biomass and waste,7.091594274
FR,Electricity by solar photovoltaic,11.10685198
FR,Electricity by solar thermal,0
FR,"Electricity by tide, wave, ocean",1.302807896
FR,Electricity by Geothermal,0
FR,Electricity nec,0
FR,Transmission services of electricity,1
FR,Distribution and trade services of electricity,1
FR,Biogas an other gases nec.,1
FR,Distribution services of gaseous fuels through mains,1
FR,Steam and hot water supply services,1
FR,"Collected and purified water, distribution services of water (41)",1
FR,Construction work (45),1
FR,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",1
FR,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1
FR,Retail trade services of motor fuel,1
FR,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",1
FR,"Retail  trade services, except of motor vehicles and motorcycles, repair services of personal and household goods (52)",1
FR,Hotel and restaurant services (55),1
FR,Railway transportation services,1
FR,Other land transportation services,1
FR,Transportation services via pipelines,1
FR,Sea and coastal water transportation services,1
FR,Inland water transportation services,1
FR,Air transport services (62),1
FR,"Supporting and auxiliary transport services, travel agency services (63)",1
FR,Post and telecommunication services (64),1
FR,"Financial intermediation services, except insurance and pension funding services (65)",1
FR,"Insurance and pension funding services, except compulsory social security services (66)",1
FR,Services auxiliary to financial intermediation (67),1
FR,Real estate services (70),1
FR,Renting services of machinery and equipment without operator and of personal and household goods (71),1
FR,Computer and related services (72),1
FR,Research and development services (73),1
FR,Other business services (74),1
FR,"Public administration and defence services, compulsory social security services (75)",1
FR,Education services (80),1
FR,Health and social work services (85),1
FR,Food waste for treatment: incineration,1
FR,Paper waste for treatment: incineration,1
FR,Plastic waste for treatment: incineration,1
FR,Intert/metal waste for treatment: incineration,1
FR,Textiles waste for treatment: incineration,1
FR,Wood waste for treatment: incineration,1
FR,Oil/hazardous waste for treatment: incineration,1
FR,Food waste for treatment: biogasification and land application,1
FR,Paper waste for treatment: biogasification and land application,1
FR,Sewage sludge for treatment: biogasification and land application,1
FR,Food waste for treatment: composting and land application,1
FR,Paper and wood waste for treatment: composting and land application,1
FR,Food waste for treatment: waste water treatment,1
FR,Other waste for treatment: waste water treatment,1
FR,Food waste for treatment: landfill,1
FR,Paper for treatment: landfill,1
FR,Plastic waste for treatment: landfill,1
FR,Inert/metal/hazardous waste for treatment: landfill,1
FR,Textiles waste for treatment: landfill,1
FR,Wood waste for treatment: landfill,1
FR,Membership organisation services n.e.c. (91),1
FR,"Recreational, cultural and sporting services (92)",1
FR,Other services (93),1
FR,Private households with employed persons (95),1
FR,Extra-territorial organizations and bodies,1
DE,Paddy rice,1
DE,Wheat,1
DE,Cereal grains nec,1
DE,"Vegetables, fruit, nuts",1
DE,Oil seeds,1
DE,"Sugar cane, sugar beet",1
DE,Plant-based fibers,1
DE,Crops nec,1
DE,Cattle,1
DE,Pigs,1
DE,Poultry,1
DE,Meat animals nec,1
DE,Animal products nec,1
DE,Raw milk,1
DE,"Wool, silk-worm cocoons",1
DE,Manure (conventional treatment),1
DE,Manure (biogas treatment),1
DE,"Products of forestry, logging and related services (02)",1
DE,"Fish and other fishing products, services incidental of fishing (05)",1
DE,"Coal, lignite and peat",1
DE,"Crude petroleum and services related to crude oil extraction, excluding surveying",1
DE,"Natural gas and services related to natural gas extraction, excluding surveying, inclulding liquid gas",1
DE,Other Hydrocarbons,1
DE,Uranium and thorium ores (12),1
DE,Iron ores,1
DE,Copper ores and concentrates,1
DE,Nickel ores and concentrates,1
DE,Aluminium ores and concentrates,1
DE,Precious metal ores and concentrates,1
DE,"Lead, zinc and tin ores and concentrates",1
DE,Other non-ferrous metal ores and concentrates,1
DE,Stone,1
DE,Sand and clay,1
DE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1
DE,Products of meat cattle,1
DE,Products of meat pigs,1
DE,Products of meat poultry,1
DE,Meat products nec,1
DE,products of Vegetable oils and fats,1
DE,Dairy products,1
DE,Processed rice,1
DE,Sugar,1
DE,Food products nec,1
DE,Beverages,1
DE,Fish products,1
DE,Tobacco products (16),1
DE,Textiles (17),1
DE,"Wearing apparel, furs (18)",1
DE,Leather and leather products (19),1
DE,"Wood and products of wood and cork (except furniture), articles of straw and plaiting materials (20)",1
DE,"Wood material for treatment, Re-processing of secondary wood material into new wood material",1
DE,Pulp,1
DE,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",1
DE,Paper and paper products,1
DE,Printed matter and recorded media (22),1
DE,Coke oven products,1
DE, Refined Petroleum,1
DE,Nuclear fuel,1
DE,"Plastics, basic",1
DE,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",1
DE,N-fertiliser,1
DE,P- and other fertiliser,1
DE,"Chemicals nec, additives and biofuels",1
DE,Rubber and plastic products (25),1
DE,Glass and glass products,1
DE,"Secondary glass for treatment, Re-processing of secondary glass into new glass",1
DE,Ceramic goods,1
DE,"Bricks, tiles and construction products, in baked clay",1
DE,"Cement, lime and plaster",1
DE,"Ash for treatment, Re-processing of ash into clinker",1
DE,Other non-metallic mineral products,1
DE,Basic iron and steel and of ferro-alloys and first products thereof,1
DE,"Secondary steel for treatment, Re-processing of secondary steel into new steel",1
DE,Precious metals,1
DE,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",1
DE,Aluminium and aluminium products,1
DE,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",1
DE,"Lead, zinc and tin and products thereof",1
DE,"Secondary lead for treatment, Re-processing of secondary lead into new lead",1
DE,Copper products,1
DE,"Secondary copper for treatment, Re-processing of secondary copper into new copper",1
DE,Other non-ferrous metal products,1
DE,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",1
DE,Foundry work services,1
DE,"Fabricated metal products, except machinery and equipment (28)",1
DE,Machinery and equipment n.e.c. (29),1
DE,Office machinery and computers (30),1
DE,Electrical machinery and apparatus n.e.c. (31),1
DE,"Radio, television and communication equipment and apparatus (32)",1
DE,"Medical, precision and optical instruments, watches and clocks (33)",1
DE,"Motor vehicles, trailers and semi-trailers (34)",1
DE,Other transport equipment (35),1
DE,"Furniture, other manufactured goods n.e.c. (36)",1
DE,Secondary raw materials,1
DE,"Bottles for treatment, Recycling of bottles by direct reuse",1
DE,Electricity by coal,0.232344269
DE,Electricity by gas,0.755042633
DE,Electricity by nuclear,0
DE,Electricity by hydro,1.089314714
DE,Electricity by wind,4.377785604
DE,Electricity by petroleum and other oil derivatives,0
DE,Electricity by biomass and waste,5.394282243
DE,Electricity by solar photovoltaic,7.795480366
DE,Electricity by solar thermal,0
